NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first,st
anderson,2,cmte on military appropriations,,Feb,21,1810,11,10,,
bayard,1,cmte on military appropriations,,Feb,21,1810,11,10,,
bradley,7,cmte on military appropriations,,Feb,21,1810,11,10,,
clay,1,cmte on military appropriations,,Feb,21,1810,11,10,,
condit,2,cmte on military appropriations,,Feb,21,1810,11,10,,
crawford,4,cmte on military appropriations,,Feb,21,1810,11,10,,
gaillard,1,cmte on military appropriations,,Feb,21,1810,11,10,,
gilman,1,cmte on military appropriations,,Feb,21,1810,11,10,,
goodrich,1,cmte on military appropriations,,Feb,21,1810,11,10,,
gregg,4,cmte on military appropriations,,Feb,21,1810,11,10,,
hillhouse,2,cmte on military appropriations,,Feb,21,1810,11,10,,
horsey,1,cmte on military appropriations,,Feb,21,1810,11,10,,
leib,2,cmte on military appropriations,,Feb,21,1810,11,10,,
lloyd,1,cmte on military appropriations,,Feb,21,1810,11,10,,
meigs,1,cmte on military appropriations,,Feb,21,1810,11,10,,
parker,1,cmte on military appropriations,,Feb,21,1810,11,10,,
pickering,2,cmte on military appropriations,,Feb,21,1810,11,10,,
smith,10,cmte on military appropriations,,Feb,21,1810,11,10,Samuel,MD
smith,1,cmte on military appropriations,,Feb,21,1810,11,10,John,NY
sumter,2,cmte on military appropriations,,Feb,21,1810,11,10,,
turner,1,cmte on military appropriations,,Feb,21,1810,11,10,,
white,2,cmte on military appropriations,,Feb,21,1810,11,10,,
anderson,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
bayard,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
bradley,13,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
clay,2,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
condit,5,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
crawford,8,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
franklin,4,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
goodrich,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
gregg,7,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
hillhouse,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
leib,5,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
lloyd,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
mathewson,2,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
parker,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
pickering,2,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
robinson,2,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
smith,3,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,Samuel,MD
smith,3,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,John,NY
sumter,5,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
tait,2,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
