name,votes,committee,cmte_type,date,congress,page,first,st
tait,6,Cmte on Barbour's proposed Constitutional amendment on internal improvements,,1817-12-10,15,4,,
taylor,2,Cmte on Barbour's proposed Constitutional amendment on internal improvements,,1817-12-10,15,4,,
tichenor,1,Cmte on Barbour's proposed Constitutional amendment on internal improvements,,1817-12-10,15,4,,
troup,3,Cmte on Barbour's proposed Constitutional amendment on internal improvements,,1817-12-10,15,4,,
williams,2,Cmte on Barbour's proposed Constitutional amendment on internal improvements,,1817-12-10,15,4,John,TN
wilson,4,Cmte on Barbour's proposed Constitutional amendment on internal improvements,,1817-12-10,15,4,,
barbour,26,Cmte on Foreign relations,,1817-12-11,15,4,,
burrill,1,Cmte on Foreign relations,,1817-12-11,15,4,,
campbell,2,Cmte on Foreign relations,,1817-12-11,15,4,,
daggett,3,Cmte on Foreign relations,,1817-12-11,15,4,,
dana,4,Cmte on Foreign relations,,1817-12-11,15,4,,
dickerson,1,Cmte on Foreign relations,,1817-12-11,15,4,,
eppes,3,Cmte on Foreign relations,,1817-12-11,15,4,,
goldsborough,3,Cmte on Foreign relations,,1817-12-11,15,4,,
king,22,Cmte on Foreign relations,,1817-12-11,15,4,,
lacock,22,Cmte on Foreign relations,,1817-12-11,15,4,,
leake,1,Cmte on Foreign relations,,1817-12-11,15,4,,
macon,25,Cmte on Foreign relations,,1817-12-11,15,4,,
morril,1,Cmte on Foreign relations,,1817-12-11,15,4,,
noble,1,Cmte on Foreign relations,,1817-12-11,15,4,,
otis,1,Cmte on Foreign relations,,1817-12-11,15,4,,
roberts,1,Cmte on Foreign relations,,1817-12-11,15,4,,
sanford,4,Cmte on Foreign relations,,1817-12-11,15,4,,
tait,2,Cmte on Foreign relations,,1817-12-11,15,4,,
talbot,1,Cmte on Foreign relations,,1817-12-11,15,4,,
taylor,2,Cmte on Foreign relations,,1817-12-11,15,4,,
troup,23,Cmte on Foreign relations,,1817-12-11,15,4,,
williams,1,Cmte on Foreign relations,,1817-12-11,15,4,Thomas,MS
barbour,1,cmte on Finance,,1817-12-11,15,4,,
campbell,26,cmte on Finance,,1817-12-11,15,4,,
crittenden,2,cmte on Finance,,1817-12-11,15,4,,
daggett,1,cmte on Finance,,1817-12-11,15,4,,
dana,1,cmte on Finance,,1817-12-11,15,4,,
dickerson,2,cmte on Finance,,1817-12-11,15,4,,
eppes,22,cmte on Finance,,1817-12-11,15,4,,
fisk,1,cmte on Finance,,1817-12-11,15,4,,
goldsborough,2,cmte on Finance,,1817-12-11,15,4,,
horsey,1,cmte on Finance,,1817-12-11,15,4,,
hunter,1,cmte on Finance,,1817-12-11,15,4,,
king,19,cmte on Finance,,1817-12-11,15,4,,
lacock,1,cmte on Finance,,1817-12-11,15,4,,
macon,17,cmte on Finance,,1817-12-11,15,4,,
morril,1,cmte on Finance,,1817-12-11,15,4,,
otis,6,cmte on Finance,,1817-12-11,15,4,,
sanford,5,cmte on Finance,,1817-12-11,15,4,,
stokes,1,cmte on Finance,,1817-12-11,15,4,,
storer,1,cmte on Finance,,1817-12-11,15,4,,
tait,1,cmte on Finance,,1817-12-11,15,4,,
talbot,18,cmte on Finance,,1817-12-11,15,4,,
troup,5,cmte on Finance,,1817-12-11,15,4,,
williams,1,cmte on Finance,,1817-12-11,15,4,Thomas,MS
williams,2,cmte on Finance,,1817-12-11,15,4,John,TN
wilson,1,cmte on Finance,,1817-12-11,15,4,,
ashmun,3,cmte on Commerce,,1817-12-11,15,4,,
burrill,18,cmte on Commerce,,1817-12-11,15,4,,
campbell,1,cmte on Commerce,,1817-12-11,15,4,,
crittenden,1,cmte on Commerce,,1817-12-11,15,4,,
daggett,1,cmte on Commerce,,1817-12-11,15,4,,
dana,2,cmte on Commerce,,1817-12-11,15,4,,
dickerson,18,cmte on Commerce,,1817-12-11,15,4,,
fisk,1,cmte on Commerce,,1817-12-11,15,4,,
fromentin,1,cmte on Commerce,,1817-12-11,15,4,,
horsey,22,cmte on Commerce,,1817-12-11,15,4,,
hunter,5,cmte on Commerce,,1817-12-11,15,4,,
leake,1,cmte on Commerce,,1817-12-11,15,4,,
morril,21,cmte on Commerce,,1817-12-11,15,4,,
morrow,1,cmte on Commerce,,1817-12-11,15,4,,
noble,2,cmte on Commerce,,1817-12-11,15,4,,
otis,6,cmte on Commerce,,1817-12-11,15,4,,
roberts,2,cmte on Commerce,,1817-12-11,15,4,,
ruggles,5,cmte on Commerce,,1817-12-11,15,4,,
sanford,26,cmte on Commerce,,1817-12-11,15,4,,
smith,2,cmte on Commerce,,1817-12-11,15,4,,
stokes,2,cmte on Commerce,,1817-12-11,15,4,,
storer,1,cmte on Commerce,,1817-12-11,15,4,,
tait,2,cmte on Commerce,,1817-12-11,15,4,,
williams,2,cmte on Commerce,,1817-12-11,15,4,John,TN
ashmun,1,Cmte on Military Affairs,,1817-12-11,15,4,,
barbour,1,Cmte on Military Affairs,,1817-12-11,15,4,,
burrill,1,Cmte on Military Affairs,,1817-12-11,15,4,,
crittenden,1,Cmte on Military Affairs,,1817-12-11,15,4,,
dickerson,1,Cmte on Military Affairs,,1817-12-11,15,4,,
fisk,1,Cmte on Military Affairs,,1817-12-11,15,4,,
goldsborough,2,Cmte on Military Affairs,,1817-12-11,15,4,,
king,1,Cmte on Military Affairs,,1817-12-11,15,4,,
lacock,23,Cmte on Military Affairs,,1817-12-11,15,4,,
leake,1,Cmte on Military Affairs,,1817-12-11,15,4,,
macon,1,Cmte on Military Affairs,,1817-12-11,15,4,,
noble,2,Cmte on Military Affairs,,1817-12-11,15,4,,
smith,1,Cmte on Military Affairs,,1817-12-11,15,4,,
storer,1,Cmte on Military Affairs,,1817-12-11,15,4,,
taylor,23,Cmte on Military Affairs,,1817-12-11,15,4,,
tichenor,24,Cmte on Military Affairs,,1817-12-11,15,4,,
troup,27,Cmte on Military Affairs,,1817-12-11,15,4,,
williams,27,Cmte on Military Affairs,,1817-12-11,15,4,John,TN
wilson,1,Cmte on Military Affairs,,1817-12-11,15,4,,
ashmun,1,Cmte on militia,,1817-12-11,15,4,,
barbour,1,Cmte on militia,,1817-12-11,15,4,,
campbell,1,Cmte on militia,,1817-12-11,15,4,,
dickerson,4,Cmte on militia,,1817-12-11,15,4,,
lacock,3,Cmte on militia,,1817-12-11,15,4,,
macon,18,Cmte on militia,,1817-12-11,15,4,,
noble,20,Cmte on militia,,1817-12-11,15,4,,
otis,1,Cmte on militia,,1817-12-11,15,4,,
roberts,18,Cmte on militia,,1817-12-11,15,4,,
ruggles,16,Cmte on militia,,1817-12-11,15,4,,
smith,1,Cmte on militia,,1817-12-11,15,4,,
stokes,2,Cmte on militia,,1817-12-11,15,4,,
storer,21,Cmte on militia,,1817-12-11,15,4,,
tait,1,Cmte on militia,,1817-12-11,15,4,,
tichenor,2,Cmte on militia,,1817-12-11,15,4,,
troup,1,Cmte on militia,,1817-12-11,15,4,,
williams,2,Cmte on militia,,1817-12-11,15,4,Thomas,MS
williams,1,Cmte on militia,,1817-12-11,15,4,John,TN
wilson,1,Cmte on militia,,1817-12-11,15,4,,
barbour,1,cmte on naval affairs,,1817-12-11,15,4,,
burrill,2,cmte on naval affairs,,1817-12-11,15,4,,
crittenden,20,cmte on naval affairs,,1817-12-11,15,4,,
daggett,19,cmte on naval affairs,,1817-12-11,15,4,,
dickerson,1,cmte on naval affairs,,1817-12-11,15,4,,
eppes,2,cmte on naval affairs,,1817-12-11,15,4,,
fromentin,2,cmte on naval affairs,,1817-12-11,15,4,,
goldsborough,2,cmte on naval affairs,,1817-12-11,15,4,,
hunter,1,cmte on naval affairs,,1817-12-11,15,4,,
king,2,cmte on naval affairs,,1817-12-11,15,4,,
lacock,1,cmte on naval affairs,,1817-12-11,15,4,,
macon,1,cmte on naval affairs,,1817-12-11,15,4,,
morrow,3,cmte on naval affairs,,1817-12-11,15,4,,
otis,5,cmte on naval affairs,,1817-12-11,15,4,,
roberts,2,cmte on naval affairs,,1817-12-11,15,4,,
ruggles,1,cmte on naval affairs,,1817-12-11,15,4,,
sanford,22,cmte on naval affairs,,1817-12-11,15,4,,
smith,2,cmte on naval affairs,,1817-12-11,15,4,,
tait,24,cmte on naval affairs,,1817-12-11,15,4,,
talbot,1,cmte on naval affairs,,1817-12-11,15,4,,
tichenor,1,cmte on naval affairs,,1817-12-11,15,4,,
williams,19,cmte on naval affairs,,1817-12-11,15,4,Thomas,MS
williams,1,cmte on naval affairs,,1817-12-11,15,4,John,TN
crittenden,1,cmte on public lands,,1817-12-11,15,4,,
dana,1,cmte on public lands,,1817-12-11,15,4,,
dickerson,1,cmte on public lands,,1817-12-11,15,4,,
eppes,1,cmte on public lands,,1817-12-11,15,4,,
fisk,21,cmte on public lands,,1817-12-11,15,4,,
fromentin,2,cmte on public lands,,1817-12-11,15,4,,
goldsborough,2,cmte on public lands,,1817-12-11,15,4,,
hunter,16,cmte on public lands,,1817-12-11,15,4,,
lacock,1,cmte on public lands,,1817-12-11,15,4,,
leake,3,cmte on public lands,,1817-12-11,15,4,,
macon,2,cmte on public lands,,1817-12-11,15,4,,
morrow,25,cmte on public lands,,1817-12-11,15,4,,
noble,4,cmte on public lands,,1817-12-11,15,4,,
otis,1,cmte on public lands,,1817-12-11,15,4,,
ruggles,1,cmte on public lands,,1817-12-11,15,4,,
sanford,1,cmte on public lands,,1817-12-11,15,4,,
stokes,1,cmte on public lands,,1817-12-11,15,4,,
tait,1,cmte on public lands,,1817-12-11,15,4,,
taylor,20,cmte on public lands,,1817-12-11,15,4,,
troup,1,cmte on public lands,,1817-12-11,15,4,,
williams,20,cmte on public lands,,1817-12-11,15,4,Thomas,MS
williams,2,cmte on public lands,,1817-12-11,15,4,John,TN
ashmun,2,Cmte on claims,,1817-12-11,15,4,,
burrill,1,Cmte on claims,,1817-12-11,15,4,,
daggett,1,Cmte on claims,,1817-12-11,15,4,,
dana,1,Cmte on claims,,1817-12-11,15,4,,
fisk,1,Cmte on claims,,1817-12-11,15,4,,
goldsborough,22,Cmte on claims,,1817-12-11,15,4,,
hunter,1,Cmte on claims,,1817-12-11,15,4,,
king,2,Cmte on claims,,1817-12-11,15,4,,
morril,23,Cmte on claims,,1817-12-11,15,4,,
morrow,1,Cmte on claims,,1817-12-11,15,4,,
noble,3,Cmte on claims,,1817-12-11,15,4,,
otis,3,Cmte on claims,,1817-12-11,15,4,,
roberts,27,Cmte on claims,,1817-12-11,15,4,,
ruggles,23,Cmte on claims,,1817-12-11,15,4,,
storer,1,Cmte on claims,,1817-12-11,15,4,,
tichenor,2,Cmte on claims,,1817-12-11,15,4,,
wilson,21,Cmte on claims,,1817-12-11,15,4,,
ashmun,2,cmte on Judiciary,,1817-12-11,15,4,,
barbour,2,cmte on Judiciary,,1817-12-11,15,4,,
burrill,21,cmte on Judiciary,,1817-12-11,15,4,,
crittenden,22,cmte on Judiciary,,1817-12-11,15,4,,
daggett,6,cmte on Judiciary,,1817-12-11,15,4,,
dana,2,cmte on Judiciary,,1817-12-11,15,4,,
eppes,1,cmte on Judiciary,,1817-12-11,15,4,,
fisk,1,cmte on Judiciary,,1817-12-11,15,4,,
goldsborough,2,cmte on Judiciary,,1817-12-11,15,4,,
horsey,3,cmte on Judiciary,,1817-12-11,15,4,,
hunter,2,cmte on Judiciary,,1817-12-11,15,4,,
king,1,cmte on Judiciary,,1817-12-11,15,4,,
leake,19,cmte on Judiciary,,1817-12-11,15,4,,
noble,3,cmte on Judiciary,,1817-12-11,15,4,,
otis,21,cmte on Judiciary,,1817-12-11,15,4,,
ruggles,2,cmte on Judiciary,,1817-12-11,15,4,,
sanford,1,cmte on Judiciary,,1817-12-11,15,4,,
smith,20,cmte on Judiciary,,1817-12-11,15,4,,
stokes,1,cmte on Judiciary,,1817-12-11,15,4,,
talbot,1,cmte on Judiciary,,1817-12-11,15,4,,
williams,2,cmte on Judiciary,,1817-12-11,15,4,John,TN
ashmun,19,cmte on Post Office,,1817-12-11,15,5,,
dana,1,cmte on Post Office,,1817-12-11,15,5,,
dickerson,1,cmte on Post Office,,1817-12-11,15,5,,
fisk,19,cmte on Post Office,,1817-12-11,15,5,,
hunter,1,cmte on Post Office,,1817-12-11,15,5,,
lacock,1,cmte on Post Office,,1817-12-11,15,5,,
leake,2,cmte on Post Office,,1817-12-11,15,5,,
noble,4,cmte on Post Office,,1817-12-11,15,5,,
otis,1,cmte on Post Office,,1817-12-11,15,5,,
ruggles,17,cmte on Post Office,,1817-12-11,15,5,,
stokes,17,cmte on Post Office,,1817-12-11,15,5,,
storer,4,cmte on Post Office,,1817-12-11,15,5,,
talbot,1,cmte on Post Office,,1817-12-11,15,5,,
tichenor,1,cmte on Post Office,,1817-12-11,15,5,,
van dyke,1,cmte on Post Office,,1817-12-11,15,5,,
wilson,20,cmte on Post Office,,1817-12-11,15,5,,
barbour,1,Cmte on pensions,,1817-12-11,15,5,,
burrill,1,Cmte on pensions,,1817-12-11,15,5,,
daggett,1,Cmte on pensions,,1817-12-11,15,5,,
eppes,1,Cmte on pensions,,1817-12-11,15,5,,
goldsborough,1,Cmte on pensions,,1817-12-11,15,5,,
lacock,19,Cmte on pensions,,1817-12-11,15,5,,
macon,2,Cmte on pensions,,1817-12-11,15,5,,
morril,1,Cmte on pensions,,1817-12-11,15,5,,
noble,21,Cmte on pensions,,1817-12-11,15,5,,
roberts,1,Cmte on pensions,,1817-12-11,15,5,,
sanford,2,Cmte on pensions,,1817-12-11,15,5,,
smith,1,Cmte on pensions,,1817-12-11,15,5,,
storer,20,Cmte on pensions,,1817-12-11,15,5,,
talbot,16,Cmte on pensions,,1817-12-11,15,5,,
taylor,1,Cmte on pensions,,1817-12-11,15,5,,
tichenor,1,Cmte on pensions,,1817-12-11,15,5,,
van dyke,19,Cmte on pensions,,1817-12-11,15,5,,
williams,1,Cmte on pensions,,1817-12-11,15,5,John,TN
ashmun,1,cmte on DC,,1817-12-11,15,5,,
barbour,9,cmte on DC,,1817-12-11,15,5,,
burrill,2,cmte on DC,,1817-12-11,15,5,,
campbell,1,cmte on DC,,1817-12-11,15,5,,
crittenden,1,cmte on DC,,1817-12-11,15,5,,
daggett,14,cmte on DC,,1817-12-11,15,5,,
eppes,10,cmte on DC,,1817-12-11,15,5,,
fisk,4,cmte on DC,,1817-12-11,15,5,,
fromentin,1,cmte on DC,,1817-12-11,15,5,,
goldsborough,13,cmte on DC,,1817-12-11,15,5,,
hanson,1,cmte on DC,,1817-12-11,15,5,,
horsey,3,cmte on DC,,1817-12-11,15,5,,
king,2,cmte on DC,,1817-12-11,15,5,,
leake,4,cmte on DC,,1817-12-11,15,5,,
macon,5,cmte on DC,,1817-12-11,15,5,,
morril,2,cmte on DC,,1817-12-11,15,5,,
morrow,1,cmte on DC,,1817-12-11,15,5,,
noble,2,cmte on DC,,1817-12-11,15,5,,
otis,2,cmte on DC,,1817-12-11,15,5,,
roberts,1,cmte on DC,,1817-12-11,15,5,,
ruggles,1,cmte on DC,,1817-12-11,15,5,,
sanford,5,cmte on DC,,1817-12-11,15,5,,
smith,2,cmte on DC,,1817-12-11,15,5,,
stokes,9,cmte on DC,,1817-12-11,15,5,,
storer,1,cmte on DC,,1817-12-11,15,5,,
tait,3,cmte on DC,,1817-12-11,15,5,,
taylor,3,cmte on DC,,1817-12-11,15,5,,
tichenor,2,cmte on DC,,1817-12-11,15,5,,
van dyke,1,cmte on DC,,1817-12-11,15,5,,
williams,1,cmte on DC,,1817-12-11,15,5,John,TN
ashmun,2,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
barbour,7,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
burrill,4,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
daggett,5,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
dickerson,4,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
eppes,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
fisk,3,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
goldsborough,3,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
horsey,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
king,8,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
lacock,14,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
leake,2,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
morril,2,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
morrow,6,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
noble,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
otis,7,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
roberts,2,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
ruggles,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
sanford,4,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
smith,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
stokes,5,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
storer,6,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
tait,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
tichenor,1,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
troup,3,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,,
williams,2,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,Thomas,MS
williams,3,cmte on Lacock's resolution regarding roads and inland navigation,,1817-12-15,15,5,John,TN
crittenden,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
daggett,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
eppes,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
king,2,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
leake,21,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
macon,2,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
morril,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
morrow,4,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
otis,2,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
roberts,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
sanford,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
smith,2,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
stokes,5,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
tait,8,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
taylor,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
troup,13,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,,
williams,1,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,Thomas,MS
williams,10,Cmte on memorial of the MS convention related to boundaries,,1817-12-16,15,5,John,TN
ashmun,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
barbour,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
burrill,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
campbell,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
crittenden,3,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
daggett,3,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
dickerson,3,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
eppes,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
fisk,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
goldsborough,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
king,4,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
lacock,2,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
leake,2,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
macon,2,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
morrow,14,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
noble,4,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
otis,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
roberts,2,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
ruggles,4,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
sanford,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
smith,2,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
stokes,3,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
storer,3,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
tait,1,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
talbot,7,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
taylor,7,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
tichenor,2,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,,
williams,3,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,Thomas,MS
williams,4,cmte on Morrow's motion regarding Northern boundary of OH,,1817-12-17,15,5,John,TN
ashmun,3,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
burrill,10,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
crittenden,2,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
daggett,2,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
eppes,5,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
fisk,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
goldsborough,16,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
horsey,15,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
lacock,5,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
leake,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
macon,4,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
morril,2,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
morrow,2,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
otis,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
roberts,2,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
ruggles,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
sanford,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
smith,11,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
stokes,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
storer,3,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
tait,3,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
talbot,5,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
taylor,3,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
tichenor,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
troup,2,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
williams,5,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,John,TN
wilson,1,cmte on Quaker petition on internal slave trade,,1817-12-18,15,5,,
ashmun,2,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
burrill,2,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
dickerson,3,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
fisk,1,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
noble,5,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
tichenor,5,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
van dyke,2,cmte on enrolled bills to replace Wilson,,1817-12-22,15,5,,
ashmun,2,Cmte on amendment to constitution - election by district,,1817-12-24,15,5,,
burrill,5,Cmte on amendment to constitution - election by district,,1817-12-24,15,5,,
campbell,4,Cmte on amendment to constitution - election by district,,1817-12-24,15,5,,
daggett,7,Cmte on amendment to constitution - election by district,,1817-12-24,15,5,,
dickerson,18,Cmte on amendment to constitution - election by district,,1817-12-24,15,5,,
eppes,6,Cmte on amendment to constitution - election by district,,1817-12-24,15,5,,
