name,votes,committee,cmte_type,date,congress,page,first,st
sedgwick,20,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1,,
tazewell,1,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1,,
tracy,21,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1,,
vining,16,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1,,
bradford,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
brown,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
henry,2,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
hunter,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
langdon,5,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
laurance,15,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
livermore,15,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
mason,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
read,14,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
sedgwick,8,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
tattnall,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
tazewell,9,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
tichenor,4,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
tracy,2,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1,,
bingham,3,Cmte on bill militia,,1797-05-29,5,1,,
blount,3,Cmte on bill militia,,1797-05-29,5,1,,
brown,3,Cmte on bill militia,,1797-05-29,5,1,,
foster,14,Cmte on bill militia,,1797-05-29,5,1,,
goodhue,1,Cmte on bill militia,,1797-05-29,5,1,,
hunter,2,Cmte on bill militia,,1797-05-29,5,1,,
howard,24,Cmte on bill militia,,1797-05-29,5,1,,
langdon,9,Cmte on bill militia,,1797-05-29,5,1,,
laurance,11,Cmte on bill militia,,1797-05-29,5,1,,
latimer,16,Cmte on bill militia,,1797-05-29,5,1,,
livermore,1,Cmte on bill militia,,1797-05-29,5,1,,
martin,2,Cmte on bill militia,,1797-05-29,5,1,,
mason,9,Cmte on bill militia,,1797-05-29,5,1,,
read,1,Cmte on bill militia,,1797-05-29,5,1,,
ross,6,Cmte on bill militia,,1797-05-29,5,1,,
sedgwick,2,Cmte on bill militia,,1797-05-29,5,1,,
stockton,3,Cmte on bill militia,,1797-05-29,5,1,,
tazewell,1,Cmte on bill militia,,1797-05-29,5,1,,
tattnall,6,Cmte on bill militia,,1797-05-29,5,1,,
tichenor,15,Cmte on bill militia,,1797-05-29,5,1,,
tracy,2,Cmte on bill militia,,1797-05-29,5,1,,
vining,6,Cmte on bill militia,,1797-05-29,5,1,,
bingham,17,Cmte on Arming Vessels,,1797-05-29,5,1,,
bloodworth,1,Cmte on Arming Vessels,,1797-05-29,5,1,,
blount,1,Cmte on Arming Vessels,,1797-05-29,5,1,,
bradford,17,Cmte on Arming Vessels,,1797-05-29,5,1,,
brown,2,Cmte on Arming Vessels,,1797-05-29,5,1,,
foster,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
goodhue,18,Cmte on Arming Vessels,,1797-05-29,5,1,,
henry,15,Cmte on Arming Vessels,,1797-05-29,5,1,,
hillhouse,4,Cmte on Arming Vessels,,1797-05-29,5,1,,
howard,1,Cmte on Arming Vessels,,1797-05-29,5,1,,
langdon,5,Cmte on Arming Vessels,,1797-05-29,5,1,,
latimer,2,Cmte on Arming Vessels,,1797-05-29,5,1,,
laurance,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
livermore,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
martin,2,Cmte on Arming Vessels,,1797-05-29,5,1,,
marshall,1,Cmte on Arming Vessels,,1797-05-29,5,1,,
mason,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
paine,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
read,2,Cmte on Arming Vessels,,1797-05-29,5,1,,
ross,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
rutherfurd,14,Cmte on Arming Vessels,,1797-05-29,5,1,,
sedgwick,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
stockton,2,Cmte on Arming Vessels,,1797-05-29,5,1,,
tazewell,5,Cmte on Arming Vessels,,1797-05-29,5,1,,
tattnall,1,Cmte on Arming Vessels,,1797-05-29,5,1,,
tracy,3,Cmte on Arming Vessels,,1797-05-29,5,1,,
bingham,3,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
bloodworth,8,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
bradford,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
goodhue,6,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
henry,3,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
hillhouse,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
langdon,4,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
latimer,2,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
laurance,2,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
livermore,2,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
marshall,3,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
mason,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
paine,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
read,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
ross,4,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
stockton,3,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
tazewell,6,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
tattnall,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
tichenor,1,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
tracy,6,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
vining,4,Cmte on Tripoli Treaty,,1797-05-30,5,1,,
bloodworth,8,Cmte on bill export of ammo,,1797-05-31,5,1,,
blount,1,Cmte on bill export of ammo,,1797-05-31,5,1,,
brown,12,Cmte on bill export of ammo,,1797-05-31,5,1,,
goodhue,1,Cmte on bill export of ammo,,1797-05-31,5,1,,
hunter,2,Cmte on bill export of ammo,,1797-05-31,5,1,,
langdon,1,Cmte on bill export of ammo,,1797-05-31,5,1,,
laurance,3,Cmte on bill export of ammo,,1797-05-31,5,1,,
livermore,3,Cmte on bill export of ammo,,1797-05-31,5,1,,
paine,1,Cmte on bill export of ammo,,1797-05-31,5,1,,
read,13,Cmte on bill export of ammo,,1797-05-31,5,1,,
ross,2,Cmte on bill export of ammo,,1797-05-31,5,1,,
sedgwick,1,Cmte on bill export of ammo,,1797-05-31,5,1,,
stockton,3,Cmte on bill export of ammo,,1797-05-31,5,1,,
tazewell,4,Cmte on bill export of ammo,,1797-05-31,5,1,,
tichenor,1,Cmte on bill export of ammo,,1797-05-31,5,1,,
tracy,2,Cmte on bill export of ammo,,1797-05-31,5,1,,
vining,2,Cmte on bill export of ammo,,1797-05-31,5,1,,
bloodworth,4,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
bradford,2,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
brown,5,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
goodhue,1,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
hunter,1,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
langdon,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
laurance,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
livermore,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
paine,1,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
read,14,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
ross,18,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
sedgwick,4,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
stockton,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
tazewell,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
tracy,4,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
vining,2,Cmte on amendment to bill export ammo,,1797-06-07,5,2,,
blount,4,Cmte on message of PUS,,1797-06-12,5,2,,
bradford,1,Cmte on message of PUS,,1797-06-12,5,2,,
brown,9,Cmte on message of PUS,,1797-06-12,5,2,,
henry,1,Cmte on message of PUS,,1797-06-12,5,2,,
hillhouse,1,Cmte on message of PUS,,1797-06-12,5,2,,
hunter,1,Cmte on message of PUS,,1797-06-12,5,2,,
langdon,2,Cmte on message of PUS,,1797-06-12,5,2,,
latimer,1,Cmte on message of PUS,,1797-06-12,5,2,,
laurance,1,Cmte on message of PUS,,1797-06-12,5,2,,
livermore,2,Cmte on message of PUS,,1797-06-12,5,2,,
marshall,2,Cmte on message of PUS,,1797-06-12,5,2,,
martin,1,Cmte on message of PUS,,1797-06-12,5,2,,
paine,3,Cmte on message of PUS,,1797-06-12,5,2,,
ross,9,Cmte on message of PUS,,1797-06-12,5,2,,
rutherfurd,3,Cmte on message of PUS,,1797-06-12,5,2,,
sedgwick,1,Cmte on message of PUS,,1797-06-12,5,2,,
stockton,2,Cmte on message of PUS,,1797-06-12,5,2,,
tattnall,1,Cmte on message of PUS,,1797-06-12,5,2,,
tazewell,8,Cmte on message of PUS,,1797-06-12,5,2,,
tracy,12,Cmte on message of PUS,,1797-06-12,5,2,,
bloodworth,1,Cmte on ports & harbors,,1797-06-16,5,2,,
bradford,3,Cmte on ports & harbors,,1797-06-16,5,2,,
goodhue,3,Cmte on ports & harbors,,1797-06-16,5,2,,
henry,9,Cmte on ports & harbors,,1797-06-16,5,2,,
langdon,5,Cmte on ports & harbors,,1797-06-16,5,2,,
latimer,1,Cmte on ports & harbors,,1797-06-16,5,2,,
laurance,11,Cmte on ports & harbors,,1797-06-16,5,2,,
livermore,3,Cmte on ports & harbors,,1797-06-16,5,2,,
marshall,2,Cmte on ports & harbors,,1797-06-16,5,2,,
martin,2,Cmte on ports & harbors,,1797-06-16,5,2,,
mason,2,Cmte on ports & harbors,,1797-06-16,5,2,,
paine,3,Cmte on ports & harbors,,1797-06-16,5,2,,
read,7,Cmte on ports & harbors,,1797-06-16,5,2,,
ross,2,Cmte on ports & harbors,,1797-06-16,5,2,,
rutherfurd,1,Cmte on ports & harbors,,1797-06-16,5,2,,
sedgwick,7,Cmte on ports & harbors,,1797-06-16,5,2,,
stockton,2,Cmte on ports & harbors,,1797-06-16,5,2,,
tazewell,3,Cmte on ports & harbors,,1797-06-16,5,2,,
tracy,3,Cmte on ports & harbors,,1797-06-16,5,2,,
bingham,7,Cmte on bill register ships,,1797-06-19,5,2,,
bloodworth,1,Cmte on bill register ships,,1797-06-19,5,2,,
bradford,5,Cmte on bill register ships,,1797-06-19,5,2,,
brown,1,Cmte on bill register ships,,1797-06-19,5,2,,
cocke,1,Cmte on bill register ships,,1797-06-19,5,2,,
foster,2,Cmte on bill register ships,,1797-06-19,5,2,,
goodhue,16,Cmte on bill register ships,,1797-06-19,5,2,,
henry,2,Cmte on bill register ships,,1797-06-19,5,2,,
hillhouse,2,Cmte on bill register ships,,1797-06-19,5,2,,
hunter,2,Cmte on bill register ships,,1797-06-19,5,2,,
langdon,6,Cmte on bill register ships,,1797-06-19,5,2,,
latimer,3,Cmte on bill register ships,,1797-06-19,5,2,,
laurance,1,Cmte on bill register ships,,1797-06-19,5,2,,
livermore,1,Cmte on bill register ships,,1797-06-19,5,2,,
mason,1,Cmte on bill register ships,,1797-06-19,5,2,,
paine,1,Cmte on bill register ships,,1797-06-19,5,2,,
read,5,Cmte on bill register ships,,1797-06-19,5,2,,
ross,2,Cmte on bill register ships,,1797-06-19,5,2,,
rutherfurd,1,Cmte on bill register ships,,1797-06-19,5,2,,
stockton,2,Cmte on bill register ships,,1797-06-19,5,2,,
tazewell,5,Cmte on bill register ships,,1797-06-19,5,2,,
tichenor,1,Cmte on bill register ships,,1797-06-19,5,2,,
tracy,1,Cmte on bill register ships,,1797-06-19,5,2,,
bloodworth,3,Cmte on bill militia,,1797-06-20,5,2,,
bradford,4,Cmte on bill militia,,1797-06-20,5,2,,
brown,3,Cmte on bill militia,,1797-06-20,5,2,,
goodhue,1,Cmte on bill militia,,1797-06-20,5,2,,
henry,1,Cmte on bill militia,,1797-06-20,5,2,,
hillhouse,1,Cmte on bill militia,,1797-06-20,5,2,,
langdon,4,Cmte on bill militia,,1797-06-20,5,2,,
latimer,2,Cmte on bill militia,,1797-06-20,5,2,,
laurance,5,Cmte on bill militia,,1797-06-20,5,2,,
livermore,3,Cmte on bill militia,,1797-06-20,5,2,,
marshall,1,Cmte on bill militia,,1797-06-20,5,2,,
martin,2,Cmte on bill militia,,1797-06-20,5,2,,
mason,2,Cmte on bill militia,,1797-06-20,5,2,,
read,1,Cmte on bill militia,,1797-06-20,5,2,,
ross,4,Cmte on bill militia,,1797-06-20,5,2,,
rutherfurd,3,Cmte on bill militia,,1797-06-20,5,2,,
stockton,1,Cmte on bill militia,,1797-06-20,5,2,,
tattnall,4,Cmte on bill militia,,1797-06-20,5,2,,
tazewell,5,Cmte on bill militia,,1797-06-20,5,2,,
tichenor,3,Cmte on bill militia,,1797-06-20,5,2,,
tracy,4,Cmte on bill militia,,1797-06-20,5,2,,
bloodworth,1,Cmte bill British Agents,,1797-06-20,5,2,,
brown,7,Cmte bill British Agents,,1797-06-20,5,2,,
goodhue,1,Cmte bill British Agents,,1797-06-20,5,2,,
henry,7,Cmte bill British Agents,,1797-06-20,5,2,,
hillhouse,2,Cmte bill British Agents,,1797-06-20,5,2,,
hunter,2,Cmte bill British Agents,,1797-06-20,5,2,,
langdon,1,Cmte bill British Agents,,1797-06-20,5,2,,
latimer,2,Cmte bill British Agents,,1797-06-20,5,2,,
laurance,3,Cmte bill British Agents,,1797-06-20,5,2,,
livermore,4,Cmte bill British Agents,,1797-06-20,5,2,,
marshall,1,Cmte bill British Agents,,1797-06-20,5,2,,
martin,1,Cmte bill British Agents,,1797-06-20,5,2,,
mason,1,Cmte bill British Agents,,1797-06-20,5,2,,
paine,1,Cmte bill British Agents,,1797-06-20,5,2,,
read,3,Cmte bill British Agents,,1797-06-20,5,2,,
ross,2,Cmte bill British Agents,,1797-06-20,5,2,,
sedgwick,4,Cmte bill British Agents,,1797-06-20,5,2,,
stockton,5,Cmte bill British Agents,,1797-06-20,5,2,,
tattnall,1,Cmte bill British Agents,,1797-06-20,5,2,,
tazewell,13,Cmte bill British Agents,,1797-06-20,5,2,,
tichenor,1,Cmte bill British Agents,,1797-06-20,5,2,,
tracy,3,Cmte bill British Agents,,1797-06-20,5,2,,
bingham,10,cmte on bill private army ships,,1797-06-21,5,2,,
blount,1,cmte on bill private army ships,,1797-06-21,5,2,,
bradford,2,cmte on bill private army ships,,1797-06-21,5,2,,
brown,3,cmte on bill private army ships,,1797-06-21,5,2,,
foster,1,cmte on bill private army ships,,1797-06-21,5,2,,
goodhue,12,cmte on bill private army ships,,1797-06-21,5,2,,
henry,3,cmte on bill private army ships,,1797-06-21,5,2,,
hillhouse,3,cmte on bill private army ships,,1797-06-21,5,2,,
hunter,1,cmte on bill private army ships,,1797-06-21,5,2,,
langdon,9,cmte on bill private army ships,,1797-06-21,5,2,,
laurance,10,cmte on bill private army ships,,1797-06-21,5,2,,
livermore,11,cmte on bill private army ships,,1797-06-21,5,2,,
marshall,3,cmte on bill private army ships,,1797-06-21,5,2,,
mason,1,cmte on bill private army ships,,1797-06-21,5,2,,
read,7,cmte on bill private army ships,,1797-06-21,5,2,,
ross,6,cmte on bill private army ships,,1797-06-21,5,2,,
rutherfurd,5,cmte on bill private army ships,,1797-06-21,5,2,,
sedgwick,1,cmte on bill private army ships,,1797-06-21,5,2,,
stockton,1,cmte on bill private army ships,,1797-06-21,5,2,,
tazewell,14,cmte on bill private army ships,,1797-06-21,5,2,,
tichenor,3,cmte on bill private army ships,,1797-06-21,5,2,,
tracy,15,cmte on bill private army ships,,1797-06-21,5,2,,
bingham,5,Cmte on message of PUS,,1797-06-27,5,2,,
bradford,6,Cmte on message of PUS,,1797-06-27,5,2,,
brown,2,Cmte on message of PUS,,1797-06-27,5,2,,
cocke,1,Cmte on message of PUS,,1797-06-27,5,2,,
goodhue,10,Cmte on message of PUS,,1797-06-27,5,2,,
henry,2,Cmte on message of PUS,,1797-06-27,5,2,,
hillhouse,1,Cmte on message of PUS,,1797-06-27,5,2,,
langdon,7,Cmte on message of PUS,,1797-06-27,5,2,,
livermore,5,Cmte on message of PUS,,1797-06-27,5,2,,
marshall,1,Cmte on message of PUS,,1797-06-27,5,2,,
mason,1,Cmte on message of PUS,,1797-06-27,5,2,,
paine,4,Cmte on message of PUS,,1797-06-27,5,2,,
read,2,Cmte on message of PUS,,1797-06-27,5,2,,
ross,6,Cmte on message of PUS,,1797-06-27,5,2,,
rutherfurd,1,Cmte on message of PUS,,1797-06-27,5,2,,
stockton,2,Cmte on message of PUS,,1797-06-27,5,2,,
tazewell,6,Cmte on message of PUS,,1797-06-27,5,2,,
tichenor,3,Cmte on message of PUS,,1797-06-27,5,2,,
tracy,16,Cmte on message of PUS,,1797-06-27,5,2,,
bingham,4,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
bradford,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
brown,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
foster,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
goodhue,7,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
henry,3,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
langdon,3,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
latimer,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
livermore,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
read,6,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
ross,7,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
sedgwick,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
tazewell,9,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
tattnall,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
tracy,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2,,
bingham,1,Cmte bill licenses,,1797-06-28,5,3,,
bloodworth,1,Cmte bill licenses,,1797-06-28,5,3,,
foster,1,Cmte bill licenses,,1797-06-28,5,3,,
goodhue,8,Cmte bill licenses,,1797-06-28,5,3,,
henry,3,Cmte bill licenses,,1797-06-28,5,3,,
hillhouse,5,Cmte bill licenses,,1797-06-28,5,3,,
hunter,1,Cmte bill licenses,,1797-06-28,5,3,,
langdon,3,Cmte bill licenses,,1797-06-28,5,3,,
latimer,1,Cmte bill licenses,,1797-06-28,5,3,,
livermore,4,Cmte bill licenses,,1797-06-28,5,3,,
martin,1,Cmte bill licenses,,1797-06-28,5,3,,
marshall,1,Cmte bill licenses,,1797-06-28,5,3,,
mason,1,Cmte bill licenses,,1797-06-28,5,3,,
paine,11,Cmte bill licenses,,1797-06-28,5,3,,
ross,9,Cmte bill licenses,,1797-06-28,5,3,,
rutherfurd,1,Cmte bill licenses,,1797-06-28,5,3,,
sedgwick,7,Cmte bill licenses,,1797-06-28,5,3,,
stockton,7,Cmte bill licenses,,1797-06-28,5,3,,
tazewell,6,Cmte bill licenses,,1797-06-28,5,3,,
tracy,2,Cmte bill licenses,,1797-06-28,5,3,,
bloodworth,5,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
bradford,3,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
brown,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
henry,7,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
hillhouse,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
howard,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
langdon,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
latimer,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
livermore,3,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
martin,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
marshall,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
paine,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
read,4,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
ross,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
rutherfurd,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
sedgwick,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
stockton,2,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
tazewell,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
tattnall,1,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
tichenor,3,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
tracy,10,cmte on bill for continuing certain acts,,1797-06-28,5,3,,
bingham,5,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
bloodworth,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
bradford,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
brown,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
goodhue,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
henry,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
hillhouse,2,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
howard,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
langdon,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
livermore,5,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
marshall,17,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
paine,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
read,10,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
ross,14,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
stockton,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
tazewell,6,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
tracy,2,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2,,
brown,1,Cmte on Comptroller letter,,1797-06-30,5,3,,
cocke,3,Cmte on Comptroller letter,,1797-06-30,5,3,,
goodhue,2,Cmte on Comptroller letter,,1797-06-30,5,3,,
howard,1,Cmte on Comptroller letter,,1797-06-30,5,3,,
hunter,2,Cmte on Comptroller letter,,1797-06-30,5,3,,
langdon,1,Cmte on Comptroller letter,,1797-06-30,5,3,,
latimer,1,Cmte on Comptroller letter,,1797-06-30,5,3,,
livermore,7,Cmte on Comptroller letter,,1797-06-30,5,3,,
paine,3,Cmte on Comptroller letter,,1797-06-30,5,3,,
read,12,Cmte on Comptroller letter,,1797-06-30,5,3,,
ross,3,Cmte on Comptroller letter,,1797-06-30,5,3,,
sedgwick,3,Cmte on Comptroller letter,,1797-06-30,5,3,,
stockton,8,Cmte on Comptroller letter,,1797-06-30,5,3,,
tazewell,2,Cmte on Comptroller letter,,1797-06-30,5,3,,
tattnall,5,Cmte on Comptroller letter,,1797-06-30,5,3,,
tichenor,1,Cmte on Comptroller letter,,1797-06-30,5,3,,
tracy,2,Cmte on Comptroller letter,,1797-06-30,5,3,,
bingham,7,Cmte on stamp act,,1797-07-03,5,3,,
bloodworth,1,Cmte on stamp act,,1797-07-03,5,3,,
bradford,1,Cmte on stamp act,,1797-07-03,5,3,,
brown,3,Cmte on stamp act,,1797-07-03,5,3,,
goodhue,4,Cmte on stamp act,,1797-07-03,5,3,,
henry,6,Cmte on stamp act,,1797-07-03,5,3,,
hillhouse,2,Cmte on stamp act,,1797-07-03,5,3,,
laurance,6,Cmte on stamp act,,1797-07-03,5,3,,
