name,votes,committee,cmte_type,date,congress,page
Bassett,1,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Butler,6,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Dalton,3,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Ellsworth,9,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Hawkins,4,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Johnson,2,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Johnston,2,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Izard,7,Cmte on Mediterranean Commerce,,1790-12-15,1,5
King,10,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Langdon,15,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Monroe,2,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Morris,14,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Read,3,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Schuyler,1,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Stanton,1,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Strong,10,Cmte on Mediterranean Commerce,,1790-12-15,1,5
Bassett,1,Cmte on Consuls,,1790-12-16,1,3
Butler,2,Cmte on Consuls,,1790-12-16,1,3
Dalton,1,Cmte on Consuls,,1790-12-16,1,3
Dickinson,1,Cmte on Consuls,,1790-12-16,1,3
Ellsworth,12,Cmte on Consuls,,1790-12-16,1,3
Hawkins,5,Cmte on Consuls,,1790-12-16,1,3
Johnson,3,Cmte on Consuls,,1790-12-16,1,3
Johnston,1,Cmte on Consuls,,1790-12-16,1,3
King,1,Cmte on Consuls,,1790-12-16,1,3
Langdon,2,Cmte on Consuls,,1790-12-16,1,3
Monroe,1,Cmte on Consuls,,1790-12-16,1,3
Morris,3,Cmte on Consuls,,1790-12-16,1,3
Read,3,Cmte on Consuls,,1790-12-16,1,3
Schuyler,4,Cmte on Consuls,,1790-12-16,1,3
Strong,4,Cmte on Consuls,,1790-12-16,1,3
Wingate,1,Cmte on Consuls,,1790-12-16,1,3
Bassett,2,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
Dalton,1,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
Ellsworth,6,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
Few,4,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
Hawkins,7,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
Johnson,3,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
Johnston,1,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
King,2,Cmte on 14th Dec Supplementary bill to Collection law,,1790-12-16,1,5
